%time,field.name0,field.name1,field.name2,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.pose2.position.x,field.pose2.position.y,field.pose2.position.z,field.pose2.orientation.x,field.pose2.orientation.y,field.pose2.orientation.z,field.pose2.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z,field.twist2.linear.x,field.twist2.linear.y,field.twist2.linear.z,field.twist2.angular.x,field.twist2.angular.y,field.twist2.angular.z
49440000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657548901479,2.9996687263741637,0.19228043651526158,2.293254896122994e-06,2.3272310866141622e-06,-3.5666338845071834e-05,0.9999999993586186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.519749075777944e-06,7.929669901286535e-07,9.126320513751714e-07,-8.793646375306194e-07,-7.498170038809269e-07,2.0077355472249893e-07
49450000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657534457777,2.99966872666245,0.1922804364711488,2.2932203665207566e-06,2.32715753299322e-06,-3.566595546133653e-05,0.9999999993586327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5197165177569706e-06,7.929634287026024e-07,9.126327376658671e-07,-8.793715496475326e-07,-7.498139934955937e-07,2.0077699767020406e-07
49460000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6496575200144,2.999668726950743,0.1922804364270387,2.293185839168148e-06,2.3270839835319635e-06,-3.566557209276117e-05,0.9999999993586466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51968395881553e-06,7.929598662228599e-07,9.126334214751094e-07,-8.793784665382808e-07,-7.498109991886137e-07,2.007804578283477e-07
49460000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657505571347,2.9996687272390425,0.19228043638293135,2.2931513140932627e-06,2.3270104382545375e-06,-3.566518873943333e-05,0.9999999993586605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5196514146930404e-06,7.92956302314074e-07,9.126341135630964e-07,-8.793853772474109e-07,-7.498080002088713e-07,2.00783900231793e-07
49470000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657491128619,2.9996687275273484,0.1922804363388267,2.29311679129688e-06,2.3269368972418635e-06,-3.566480540131367e-05,0.9999999993586743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5196188751116197e-06,7.929527420612936e-07,9.126347980482028e-07,-8.793922872591035e-07,-7.49804985140944e-07,2.00787350244618e-07
49480000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657476686215,2.999668727815661,0.19228043629472472,2.293082270776178e-06,2.3268633603991683e-06,-3.56644220783672e-05,0.9999999993586882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5195863456757488e-06,7.929491764095399e-07,9.126354848222884e-07,-8.793991971607184e-07,-7.498019891827599e-07,2.0079080700565434e-07
49500000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657462244137,2.999668728103979,0.19228043625062544,2.2930477524426813e-06,2.326789827769043e-06,-3.566403877062756e-05,0.9999999993587023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5195538084520415e-06,7.929456083387627e-07,9.126361718621841e-07,-8.794061242242466e-07,-7.497989848293598e-07,2.0079425678745423e-07
49510000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657447802381,2.999668728392304,0.19228043620652885,2.293013236481727e-06,2.3267162993563748e-06,-3.566365547812859e-05,0.9999999993587162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5195212862871829e-06,7.929420486792949e-07,9.126368568695637e-07,-8.794130137046916e-07,-7.497959796093092e-07,2.0079769954138658e-07
49520000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657433360952,2.999668728680635,0.1922804361624349,2.2929787227800725e-06,2.326642775130075e-06,-3.56632722007649e-05,0.9999999993587301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5194887707066238e-06,7.929384851145554e-07,9.126375426608396e-07,-8.794199251537383e-07,-7.497929807792255e-07,2.008011631253643e-07
49530000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657418919846,2.999668728968973,0.19228043611834372,2.292944211269706e-06,2.326569255112177e-06,-3.5662888938569176e-05,0.999999999358744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5194562592577513e-06,7.929349199888075e-07,9.126382308617195e-07,-8.794268496713811e-07,-7.497899776565121e-07,2.008046199203216e-07
49540000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657404479065,2.9996687292573174,0.19228043607425518,2.2929097020833357e-06,2.3264957392868045e-06,-3.566250569159709e-05,0.9999999993587578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5194237524351265e-06,7.929313562828076e-07,9.126389164302834e-07,-8.794337470289214e-07,-7.49786977856573e-07,2.0080806531815304e-07
49550000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657390038607,2.9996687295456677,0.1922804360301693,2.2928751951786846e-06,2.3264222276943385e-06,-3.5662122459840945e-05,0.9999999993587719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5193912610351501e-06,7.929277910185526e-07,9.126396030735438e-07,-8.79440652316851e-07,-7.49783970083803e-07,2.0081151200301476e-07
49550000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657375598474,2.9996687298340245,0.19228043598608613,2.292840690469954e-06,2.3263487202471555e-06,-3.566173924327196e-05,0.9999999993587858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.519358762022503e-06,7.929242299767894e-07,9.126402899402092e-07,-8.794475741848918e-07,-7.497809800130073e-07,2.008149641895469e-07
49570000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649657361158665,2.999668730122388,0.19228043594200572,2.292806188102867e-06,2.3262752170120756e-06,-3.566135604195172e-05,0.9999999993587997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5193262721215897e-06,7.929206730312384e-07,9.126409749116564e-07,-8.794544662505198e-07,-7.497779766564872e-07,2.0081840381435246e-07
