%time,field.name0,field.name1,field.name2,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.pose2.position.x,field.pose2.position.y,field.pose2.position.z,field.pose2.orientation.x,field.pose2.orientation.y,field.pose2.orientation.z,field.pose2.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z,field.twist2.linear.x,field.twist2.linear.y,field.twist2.linear.z,field.twist2.angular.x,field.twist2.angular.y,field.twist2.angular.z
159080000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649499030495027,2.9996721942185265,0.19228008382799633,2.0205442330128434e-06,1.7248365006171535e-06,-3.221377208577242e-05,0.9999999994776076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6706275068894655e-06,7.601775226128086e-07,9.174631013140402e-07,-9.315091524432197e-07,-7.35037299255264e-07,2.3793985933837287e-07
159080000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649499014710859,2.9996721945568194,0.19228008380543632,2.0205268360989956e-06,1.7247969504383609e-06,-3.2213512833699624e-05,0.9999999994776161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6706681040750072e-06,7.601750505901071e-07,9.174634329903471e-07,-9.315119783223594e-07,-7.350357157550419e-07,2.3794258597135555e-07
159090000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6494989989262825,2.9996721948951155,0.1922800837828777,2.0205094402348364e-06,1.7247574025805755e-06,-3.221325358966924e-05,0.9999999994776245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6707087006274769e-06,7.601725805576645e-07,9.174637661340042e-07,-9.315148034310436e-07,-7.350341182435723e-07,2.3794535101337593e-07
159110000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649498983141299,2.9996721952334147,0.19228008376032046,2.020492045438422e-06,1.7247178570074027e-06,-3.221299435374912e-05,0.999999999477633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.670749296448101e-06,7.601701095068448e-07,9.174640969247583e-07,-9.31517624682391e-07,-7.350325280755833e-07,2.3794810233523095e-07
159120000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649498967355908,2.999672195571717,0.19228008373776467,2.0204746516571722e-06,1.7246783136367966e-06,-3.221273512600623e-05,0.9999999994776416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.670789901072418e-06,7.60167643844807e-07,9.174644277803559e-07,-9.31520456146099e-07,-7.350309544137327e-07,2.3795084012579936e-07
159120000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649498951570109,2.9996721959100228,0.1922800837152102,2.020457258927072e-06,1.7246387725682825e-06,-3.221247590652957e-05,0.9999999994776498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6708305076064828e-06,7.601651772968403e-07,9.174647592797935e-07,-9.315232801490434e-07,-7.350293609216099e-07,2.3795355996204978e-07
159140000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649498935783903,2.9996721962483313,0.1922800836926571,2.020439867197818e-06,1.7245992337831523e-06,-3.221221669514116e-05,0.9999999994776585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6708711261776768e-06,7.601627106962052e-07,9.174650891217886e-07,-9.315261140435676e-07,-7.350277712415671e-07,2.3795631526195155e-07
159140000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.64949891999729,2.999672196586643,0.19228008367010535,2.0204224765116612e-06,1.7245596972437333e-06,-3.2211957491891296e-05,0.9999999994776669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6709117532122213e-06,7.601602386338192e-07,9.174654239461844e-07,-9.315289391755529e-07,-7.350261891679645e-07,2.3795906035426168e-07
159150000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649498904210268,2.9996721969249576,0.1922800836475551,2.0204050868668033e-06,1.724520163026159e-06,-3.221169829682186e-05,0.9999999994776754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6709523827562156e-06,7.601577727927926e-07,9.174657569622164e-07,-9.315317644518832e-07,-7.350245919448479e-07,2.3796179691598185e-07
159170000000,ground_plane,lar_ufba_room,husky,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.649498888422839,2.999672197263275,0.1922800836250062,2.0203876982560735e-06,1.7244806310250642e-06,-3.221143910989601e-05,0.9999999994776838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6709929986443354e-06,7.601553036533681e-07,9.174660862593867e-07,-9.315345908859714e-07,-7.35023015861918e-07,2.379645407136498e-07
